품종,시장,법인,광역산지,시군산지,도매가격(원/kg),연,월
기타,창원팔용도매,창원청과시장,전남,진도,760.00,20,04
기타,진주도매,진주농협,제주,서귀포,927.15,20,04
기타,진주도매,진주농협,경남,진주,947.99,20,04
기타,진주도매,진주농협,경남,합천,973.81,20,04
기타,진주도매,진주농협,경남,산청,853.64,20,04
기타,진주도매,진주농협,경남,함양,852.50,20,04
기타,진주도매,진주농협,제주,제주,709.82,20,04
기타,진주도매,진주농협,전남,여수,861.22,20,04
기타,춘천도매,춘천원협,강원,춘천,1107.31,20,04
기타,원주도매,원주원협,서울,송파,853.56,20,04
기타,원주도매,합동청과,강원,원주,1004.33,20,04
기타,원주도매,원주원협,대전,대전서구,857.50,20,04
기타,원주도매,합동청과,경북,의성,1080.67,20,04
기타,원주도매,합동청과,경북,영주,1000.00,20,04
기타,원주도매,합동청과,충북,제천,520.00,20,04
기타,충주도매,충북원협충주,제주,제주,906.23,20,04
기타,충주도매,충북원협충주,제주,서귀포,1181.81,20,04
기타,충주도매,충북원협충주,서울,서울중구,994.59,20,04
기타,포항도매,포항농협,경북,포항북,505.00,20,04
기타,포항도매,포항농협,경북,영천,710.53,20,04
기타,포항도매,포항농협,제주,제주,975.61,20,04
기타,포항도매,포항농협,경북,칠곡,703.94,20,04
기타,포항도매,대구경북능금원협,경북,포항북,768.06,20,04
기타,구미도매,구미농협,경북,구미,818.72,20,04
기타,정읍도매,정읍원협,광주,광주서구,750.58,20,04
기타,정읍도매,정읍원협,전북,부안,1088.46,20,04
기타,정읍도매,정읍원협,전북,정읍,1422.62,20,04
기타,안동도매,안동농협,경북,안동,884.22,20,04
기타,안동도매,안동농협,경북,예천,1015.00,20,04
저장양파,서울가락도매,동화청과,전남,함평,919.81,20,04
저장양파,서울가락도매,한국청과,경북,김천,1028.94,20,04
저장양파,서울가락도매,한국청과,전북,고창,999.40,20,04
저장양파,서울가락도매,한국청과,전남,무안,786.36,20,04
저장양파,서울가락도매,한국청과,전남,목포,940.83,20,04
저장양파,서울가락도매,한국청과,전남,신안,889.63,20,04
저장양파,서울가락도매,한국청과,전북,전주완산,989.93,20,04
저장양파,서울가락도매,동화청과,전남,무안,950.94,20,04
저장양파,서울가락도매,한국청과,전남,함평,866.19,20,04
저장양파,서울가락도매,한국청과,경북,경산,848.65,20,04
저장양파,서울가락도매,동화청과,경북,경산,934.33,20,04
저장양파,서울가락도매,한국청과,경북,영천,854.03,20,04
저장양파,서울가락도매,동화청과,경남,함양,636.10,20,04
저장양파,서울가락도매,동화청과,경남,산청,526.06,20,04
저장양파,서울가락도매,한국청과,전북,익산,812.50,20,04
저장양파,서울가락도매,한국청과,경남,합천,660.00,20,04
저장양파,대구북부도매,효성청과,경북,영천,887.50,20,04
저장양파,광주각화도매,광주청과,광주,광주남구,950.00,20,04
저장양파,광주각화도매,광주청과,전남,무안,668.42,20,04
저장양파,광주각화도매,광주원예농협,전남,무안,750.00,20,04
저장양파,부산반여도매,동부청과,경남,밀양,846.27,20,04
저장양파,부산반여도매,동부청과,제주,제주,880.05,20,04
저장양파,부산반여도매,동부청과,경남,창녕,1073.36,20,04
저장양파,부산반여도매,동부청과,전남,고흥,815.05,20,04
저장양파,부산반여도매,동부청과,경남,거제,847.17,20,04
저장양파,부산반여도매,동부청과,부산,연제,1416.10,20,04
저장양파,부산반여도매,동부청과,전남,무안,913.45,20,04
저장양파,부산반여도매,동부청과,경남,의령,1051.72,20,04
저장양파,부산반여도매,동부청과,경남,남해,827.03,20,04
저장양파,부산반여도매,동부청과,경북,영천,1032.53,20,04
저장양파,부산반여도매,동부청과,경북,고령,946.10,20,04
저장양파,부산반여도매,동부청과,경남,창원의창,1009.50,20,04
저장양파,울산도매,울산원예농협,울산,울산남구,866.67,20,04
저장양파,순천도매,순천원협,경남,창녕,975.00,20,04
저장양파,순천도매,순천원협,경남,합천,1030.00,20,04
만생양파,구리도매,인터넷청과,전남,무안,805.11,20,04
만생양파,구리도매,인터넷청과,경북,영주,1097.65,20,04
만생양파,구리도매,인터넷청과,전남,함평,882.97,20,04
만생양파,구리도매,인터넷청과,경북,경산,786.36,20,04
만생양파,구리도매,인터넷청과,경남,창녕,675.00,20,04
만생양파,부산엄궁도매,항도청과,제주,제주,899.52,20,04
만생양파,부산엄궁도매,항도청과,경북,의성,794.25,20,04
만생양파,부산엄궁도매,항도청과,경남,창녕,868.80,20,04
만생양파,부산엄궁도매,항도청과,경남,합천,964.23,20,04
만생양파,부산엄궁도매,항도청과,전북,고창,1043.76,20,04
만생양파,부산엄궁도매,항도청과,경북,구미,1418.74,20,04
만생양파,부산엄궁도매,항도청과,충남,금산,855.98,20,04
만생양파,부산엄궁도매,항도청과,전남,고흥,850.32,20,04
만생양파,부산엄궁도매,항도청과,경남,창원마산회원,688.69,20,04
만생양파,부산엄궁도매,항도청과,광주,광주서구,829.82,20,04
만생양파,부산엄궁도매,항도청과,부산,연제,700.00,20,04
만생양파,부산엄궁도매,항도청과,경남,김해,679.40,20,04
만생양파,광주각화도매,광주중앙청과,전남,무안,840.89,20,04
만생양파,광주각화도매,광주중앙청과,전남,함평,831.84,20,04
만생양파,광주각화도매,광주중앙청과,전남,신안,915.58,20,04
만생양파,광주각화도매,광주중앙청과,전북,고창,842.39,20,04
만생양파,광주각화도매,광주중앙청과,제주,제주,831.78,20,04
만생양파,광주각화도매,광주중앙청과,전남,장흥,827.79,20,04
만생양파,광주각화도매,광주중앙청과,전북,부안,960.63,20,04
만생양파,광주각화도매,광주중앙청과,전남,보성,831.48,20,04
만생양파,광주각화도매,광주중앙청과,광주,광주남구,635.06,20,04
만생양파,광주각화도매,광주중앙청과,전남,진도,688.88,20,04
만생양파,광주각화도매,광주중앙청과,강원,평창,1116.70,20,04
만생양파,광주각화도매,광주중앙청과,광주,광산,839.38,20,04
만생양파,광주각화도매,광주중앙청과,전남,장성,1001.59,20,04
만생양파,광주각화도매,광주중앙청과,광주,광주동구,811.82,20,04
만생양파,광주각화도매,광주중앙청과,전북,장수,700.00,20,04
만생양파,부산반여도매,부산중앙청과,경북,군위,847.81,20,04
만생양파,부산반여도매,부산중앙청과,경북,의성,800.19,20,04
만생양파,부산반여도매,부산중앙청과,경북,경산,736.84,20,04
만생양파,수원도매,수원청과물,충남,서산,978.33,20,04
만생양파,수원도매,수원청과물,경남,함양,848.19,20,04
만생양파,수원도매,수원청과물,서울,송파,866.67,20,04
양파(수입),구리도매,구리청과,경기,구리,943.03,20,04
양파(수입),부산반여도매,부산중앙청과,부산,부산중구,866.67,20,04
양파(수입),부산반여도매,부산중앙청과,경남,양산,533.33,20,04
양파(수입),수원도매,수원청과물,서울,송파,878.71,20,04
양파(수입),수원도매,수원원협,인천,인천중구,933.33,20,04
양파(수입),수원도매,수원청과물,경기,평택,750.00,20,04
양파(수입),광주서부도매,농협광주,서울,서울중구,550.00,20,04
양파(수입),광주서부도매,농협광주,서울,송파,1452.00,20,04
양파(수입),청주도매,충북원협청주,경기,평택,763.64,20,04
양파(수입),울산도매,울산원예농협,서울,서울중구,625.00,20,04
양파(수입),울산도매,울산원예농협,울산,울산남구,666.67,20,04
양파(수입),익산도매,익산원예농협,전북,완주,1010.24,20,04
양파(수입),익산도매,이리청과,전북,익산,833.33,20,04
양파(수입),강릉도매,강릉농산물,서울,송파,763.33,20,04
조생양파,서울가락도매,한국청과,전남,무안,885.49,20,04
조생양파,서울가락도매,한국청과,전남,고흥,896.89,20,04
조생양파,서울가락도매,한국청과,제주,제주,929.68,20,04
조생양파,서울가락도매,한국청과,제주,서귀포,875.44,20,04
조생양파,서울가락도매,농협가락,제주,서귀포,873.16,20,04
조생양파,서울가락도매,한국청과,전북,고창,856.77,20,04
조생양파,서울가락도매,농협가락,전남,고흥,863.26,20,04
조생양파,서울가락도매,농협가락,제주,제주,870.53,20,04
조생양파,서울가락도매,한국청과,전남,함평,873.12,20,04
조생양파,서울가락도매,한국청과,전북,부안,878.97,20,04
조생양파,서울가락도매,한국청과,전남,영광,915.19,20,04
조생양파,서울가락도매,한국청과,전남,장흥,840.67,20,04
조생양파,서울가락도매,한국청과,전남,나주,759.01,20,04
조생양파,서울가락도매,한국청과,전남,목포,815.35,20,04
조생양파,서울가락도매,농협가락,전남,함평,822.94,20,04
조생양파,서울가락도매,한국청과,경북,김천,784.52,20,04
조생양파,대구북부도매,대양청과,전남,고흥,816.04,20,04
조생양파,대구북부도매,효성청과,전남,고흥,845.26,20,04
조생양파,대구북부도매,대양청과,제주,제주,847.04,20,04
조생양파,대구북부도매,효성청과,제주,제주,874.33,20,04
조생양파,대구북부도매,효성청과,경북,고령,987.49,20,04
조생양파,대구북부도매,대양청과,제주,서귀포,831.92,20,04
조생양파,대구북부도매,효성청과,경남,함안,1018.04,20,04
조생양파,대구북부도매,효성청과,충남,금산,748.96,20,04
조생양파,대구북부도매,대양청과,경북,고령,892.15,20,04
조생양파,대구북부도매,대양청과,전남,무안,895.16,20,04
조생양파,대구북부도매,대양청과,전남,여수,904.13,20,04
조생양파,대구북부도매,대양청과,대구,달성,857.69,20,04
조생양파,대구북부도매,효성청과,대구,달성,848.27,20,04
조생양파,대구북부도매,효성청과,경북,영천,942.63,20,04
조생양파,대구북부도매,효성청과,전남,여수,964.63,20,04
조생양파,대구북부도매,효성청과,전북,고창,1066.50,20,04
조생양파,대구북부도매,효성청과,전남,무안,1063.55,20,04
조생양파,대구북부도매,대양청과,전남,장흥,794.27,20,04
조생양파,대구북부도매,대양청과,경남,창녕,881.36,20,04
조생양파,대구북부도매,효성청과,경북,의성,742.28,20,04
조생양파,대구북부도매,효성청과,경남,합천,1039.15,20,04
조생양파,대구북부도매,효성청과,경남,창녕,930.34,20,04
조생양파,대구북부도매,대양청과,경남,합천,827.66,20,04
조생양파,대구북부도매,대양청과,충남,금산,962.38,20,04
조생양파,대구북부도매,대양청과,경남,함안,1038.31,20,04
조생양파,대구북부도매,효성청과,경북,안동,908.25,20,04
조생양파,대구북부도매,대양청과,경북,의성,887.22,20,04
조생양파,대구북부도매,효성청과,전남,함평,1049.50,20,04
조생양파,대구북부도매,대양청과,전북,고창,921.16,20,04
조생양파,대구북부도매,대양청과,경북,경산,991.33,20,04
조생양파,대구북부도매,대양청과,경북,김천,846.61,20,04
조생양파,대구북부도매,대양청과,전남,영광,1117.68,20,04
조생양파,대구북부도매,대양청과,경북,영천,943.15,20,04
조생양파,대구북부도매,대양청과,대구,대구중구,990.64,20,04
조생양파,대구북부도매,대양청과,경남,밀양,666.01,20,04
조생양파,대구북부도매,대양청과,부산,연제,1192.88,20,04
조생양파,대구북부도매,대양청과,충북,충주,916.90,20,04
조생양파,대구북부도매,효성청과,전남,장흥,759.67,20,04
조생양파,대구북부도매,효성청과,전북,남원,974.92,20,04
조생양파,대구북부도매,효성청과,경남,창원의창,771.21,20,04
조생양파,대구북부도매,대양청과,전남,함평,900.41,20,04
조생양파,대구북부도매,대양청과,경북,군위,655.84,20,04
조생양파,대구북부도매,대양청과,경남,의령,837.74,20,04
조생양파,대구북부도매,효성청과,경남,밀양,784.14,20,04
조생양파,대구북부도매,효성청과,경북,성주,817.65,20,04
조생양파,대구북부도매,효성청과,경북,칠곡,890.12,20,04
조생양파,대구북부도매,대양청과,경북,구미,816.77,20,04
조생양파,부산엄궁도매,농협부산,경남,창녕,1096.69,20,04
조생양파,부산엄궁도매,부산청과,전남,고흥,855.30,20,04
조생양파,부산엄궁도매,부산청과,경남,밀양,849.13,20,04
조생양파,부산엄궁도매,농협부산,전남,무안,1062.76,20,04
조생양파,부산엄궁도매,농협부산,제주,제주,888.09,20,04
조생양파,부산엄궁도매,부산청과,경남,함안,981.25,20,04
조생양파,부산엄궁도매,농협부산,경북,고령,1060.58,20,04
조생양파,부산엄궁도매,농협부산,부산,부산강서,1112.22,20,04
조생양파,부산엄궁도매,부산청과,경남,창녕,851.27,20,04
조생양파,부산엄궁도매,부산청과,경남,합천,1081.11,20,04
조생양파,부산엄궁도매,농협부산,경북,군위,1001.49,20,04
조생양파,부산엄궁도매,부산청과,경북,의성,792.36,20,04
조생양파,부산엄궁도매,농협부산,부산,연제,781.78,20,04
조생양파,부산엄궁도매,농협부산,부산,사상,954.18,20,04
조생양파,부산엄궁도매,농협부산,경남,밀양,807.60,20,04
조생양파,부산엄궁도매,부산청과,전남,장흥,889.42,20,04
조생양파,부산엄궁도매,부산청과,전북,고창,1135.88,20,04
조생양파,부산엄궁도매,농협부산,전남,함평,864.91,20,04
조생양파,부산엄궁도매,부산청과,경남,의령,1130.33,20,04
조생양파,부산엄궁도매,농협부산,경남,창원의창,899.68,20,04
조생양파,부산엄궁도매,농협부산,제주,서귀포,863.12,20,04
조생양파,부산엄궁도매,부산청과,전남,무안,1050.00,20,04
조생양파,부산엄궁도매,부산청과,대구,대구중구,1074.96,20,04
조생양파,부산엄궁도매,부산청과,경남,창원마산합포,696.23,20,04
조생양파,부산엄궁도매,부산청과,경남,창원의창,922.69,20,04
조생양파,부산엄궁도매,부산청과,제주,제주,365.20,20,04
조생양파,부산엄궁도매,농협부산,부산,부산북구,846.11,20,04
조생양파,부산엄궁도매,부산청과,경북,안동,742.30,20,04
조생양파,부산엄궁도매,농협부산,경남,합천,852.34,20,04
조생양파,부산엄궁도매,부산청과,경남,남해,1050.00,20,04
조생양파,광주각화도매,광주원예농협,전남,무안,861.68,20,04
조생양파,광주각화도매,광주원예농협,광주,광주북구,728.07,20,04
조생양파,광주각화도매,광주중앙청과,전남,여수,882.43,20,04
조생양파,광주각화도매,광주중앙청과,전남,장흥,682.26,20,04
조생양파,광주각화도매,광주원예농협,전남,함평,860.16,20,04
조생양파,광주각화도매,광주원예농협,전남,곡성,688.25,20,04
조생양파,광주각화도매,광주원예농협,전남,신안,660.75,20,04
조생양파,광주각화도매,광주원예농협,전남,목포,654.43,20,04
조생양파,광주각화도매,광주중앙청과,전남,고흥,736.23,20,04
조생양파,광주각화도매,광주원예농협,전남,장성,814.42,20,04
조생양파,광주각화도매,광주원예농협,전남,장흥,661.14,20,04
조생양파,광주각화도매,광주중앙청과,광주,광산,654.73,20,04
조생양파,광주각화도매,광주원예농협,전남,나주,1018.75,20,04
조생양파,광주각화도매,광주원예농협,전남,해남,697.25,20,04
조생양파,광주각화도매,광주원예농협,전남,진도,651.79,20,04
조생양파,광주각화도매,광주중앙청과,전남,무안,951.88,20,04
조생양파,광주각화도매,광주원예농협,광주,광주서구,638.47,20,04
조생양파,광주각화도매,광주중앙청과,전북,고창,841.49,20,04
조생양파,광주각화도매,광주원예농협,광주,광주남구,863.84,20,04
조생양파,광주각화도매,광주원예농협,전남,여수,1020.51,20,04
조생양파,광주각화도매,광주중앙청과,전남,해남,798.57,20,04
조생양파,부산반여도매,농협반여,제주,제주,884.51,20,04
조생양파,부산반여도매,농협반여,부산,연제,890.17,20,04
조생양파,부산반여도매,부산중앙청과,경남,창녕,1059.23,20,04
조생양파,부산반여도매,부산중앙청과,제주,서귀포,905.23,20,04
조생양파,부산반여도매,부산중앙청과,경남,밀양,948.00,20,04
조생양파,부산반여도매,부산중앙청과,경남,합천,1056.44,20,04
조생양파,부산반여도매,부산중앙청과,경북,고령,943.90,20,04
조생양파,부산반여도매,농협반여,경남,밀양,746.98,20,04
조생양파,부산반여도매,부산중앙청과,전남,고흥,667.15,20,04
조생양파,부산반여도매,부산중앙청과,제주,제주,927.46,20,04
조생양파,부산반여도매,부산중앙청과,전남,해남,886.59,20,04
조생양파,부산반여도매,농협반여,제주,서귀포,1122.16,20,04
조생양파,부산반여도매,부산중앙청과,경북,의성,523.93,20,04
조생양파,부산반여도매,부산중앙청과,경남,산청,849.84,20,04
조생양파,부산반여도매,부산중앙청과,부산,부산중구,854.68,20,04
조생양파,부산반여도매,농협반여,부산,해운대,983.72,20,04
조생양파,부산반여도매,부산중앙청과,경북,경산,1321.24,20,04
조생양파,부산반여도매,농협반여,전남,무안,739.63,20,04
조생양파,부산반여도매,부산중앙청과,경남,창원마산회원,682.58,20,04
조생양파,부산반여도매,부산중앙청과,전남,무안,974.11,20,04
조생양파,부산반여도매,농협반여,경남,창원마산합포,546.73,20,04
조생양파,부산반여도매,부산중앙청과,전북,고창,938.97,20,04
조생양파,부산반여도매,부산중앙청과,전남,여수,928.99,20,04
조생양파,수원도매,수원청과물,제주,제주,852.74,20,04
조생양파,수원도매,수원청과물,충남,서산,852.86,20,04
조생양파,수원도매,수원청과물,전남,목포,908.38,20,04
조생양파,수원도매,수원청과물,경북,의성,720.89,20,04
조생양파,수원도매,수원청과물,전남,무안,750.33,20,04
조생양파,수원도매,수원청과물,서울,중랑,780.04,20,04
조생양파,광주서부도매,농협광주,전북,고창,850.00,20,04
조생양파,광주서부도매,농협광주,경남,합천,1333.33,20,04
조생양파,안산도매,농협안산,제주,제주,884.56,20,04
조생양파,청주도매,충북원협청주,제주,제주,871.21,20,04
조생양파,청주도매,충북원협청주,경남,합천,937.76,20,04
조생양파,청주도매,충북원협청주,제주,서귀포,907.09,20,04
조생양파,청주도매,충북원협청주,전북,완주,922.96,20,04
조생양파,청주도매,충북원협청주,충북,청주흥덕,600.00,20,04
조생양파,울산도매,울산원예농협,제주,제주,927.37,20,04
조생양파,울산도매,울산원예농협,전남,보성,767.40,20,04
조생양파,울산도매,울산원예농협,울산,울산남구,746.34,20,04
조생양파,순천도매,순천남도청과,전남,여수,823.44,20,04
조생양파,순천도매,순천원협,경남,밀양,867.65,20,04
조생양파,순천도매,순천남도청과,전남,고흥,756.37,20,04
조생양파,순천도매,순천원협,전남,함평,671.64,20,04
조생양파,순천도매,순천원협,전남,고흥,514.12,20,04
조생양파,순천도매,순천원협,경남,합천,834.29,20,04
조생양파,순천도매,순천원협,대구,달성,952.47,20,04
조생양파,순천도매,순천원협,전남,순천,832.13,20,04
조생양파,순천도매,순천남도청과,전남,함평,718.26,20,04
조생양파,순천도매,순천원협,전남,여수,716.05,20,04
조생양파,순천도매,순천남도청과,전남,보성,874.82,20,04
조생양파,순천도매,순천원협,전북,고창,1050.00,20,04
조생양파,순천도매,순천원협,경남,창녕,1200.00,20,04
조생양파,순천도매,순천원협,전남,장흥,732.63,20,04
조생양파,순천도매,순천남도청과,전남,해남,700.11,20,04
조생양파,순천도매,순천원협,전남,보성,180.82,20,04
조생양파,순천도매,순천원협,광주,광주서구,775.53,20,04
조생양파,순천도매,순천원협,대구,대구중구,672.98,20,04
조생양파,순천도매,순천남도청과,전남,광양,1000.00,20,04
조생양파,천안도매,천안농협,서울,서울중구,670.18,20,04
조생양파,전주도매,전주원협,전북,전주덕진,823.76,20,04
조생양파,전주도매,전주원협,전남,여수,891.39,20,04
조생양파,전주도매,전주원협,전북,부안,814.80,20,04
조생양파,전주도매,전주원협,전북,익산,802.42,20,04
조생양파,전주도매,전주원협,충남,논산,890.31,20,04
조생양파,전주도매,전주원협,전남,고흥,716.55,20,04
조생양파,전주도매,전주원협,전북,완주,782.58,20,04
조생양파,안양도매,안양원협,전남,무안,1022.26,20,04
조생양파,안양도매,안양원협,제주,제주,1020.09,20,04
조생양파,안양도매,안양농산물,경북,의성,815.65,20,04
조생양파,안양도매,안양농산물,전남,해남,894.77,20,04
조생양파,안양도매,안양원협,전북,완주,910.28,20,04
조생양파,안양도매,안양원협,경남,합천,955.76,20,04
조생양파,안양도매,안양원협,충남,서산,829.20,20,04
조생양파,안양도매,안양농산물,전북,완주,1016.56,20,04
조생양파,안양도매,안양농산물,광주,광산,889.06,20,04
조생양파,안양도매,안양농산물,제주,서귀포,913.27,20,04
조생양파,안양도매,안양원협,전북,고창,1037.89,20,04
조생양파,안양도매,안양농산물,제주,제주,935.19,20,04
조생양파,춘천도매,춘천원협,제주,서귀포,781.69,20,04
조생양파,춘천도매,춘천원협,경기,구리,815.92,20,04
조생양파,춘천도매,춘천원협,서울,서울중구,1035.36,20,04
조생양파,춘천도매,춘천원협,강원,춘천,1179.91,20,04
조생양파,충주도매,충북원협충주,제주,서귀포,1112.81,20,04
조생양파,포항도매,포항농협,경북,칠곡,745.92,20,04
조생양파,포항도매,포항농협,제주,제주,959.80,20,04
조생양파,포항도매,포항농협,경북,포항북,675.74,20,04
조생양파,구미도매,구미농협,경북,구미,1000.00,20,04
자주양파,서울가락도매,한국청과,전남,무안,1062.95,20,04
자주양파,서울가락도매,동화청과,전남,무안,1078.36,20,04
자주양파,서울가락도매,중앙청과,전남,무안,980.19,20,04
자주양파,서울가락도매,동화청과,전남,고흥,994.65,20,04
자주양파,서울가락도매,한국청과,전남,고흥,789.15,20,04
자주양파,서울가락도매,한국청과,제주,제주,1155.91,20,04
자주양파,서울가락도매,한국청과,전남,함평,928.82,20,04
자주양파,서울가락도매,한국청과,전남,나주,932.68,20,04
자주양파,서울가락도매,중앙청과,경남,함양,402.62,20,04
자주양파,서울가락도매,한국청과,전북,부안,725.00,20,04
자주양파,서울가락도매,중앙청과,전남,고흥,347.72,20,04
자주양파,대구북부도매,효성청과,충남,금산,1023.16,20,04
자주양파,대구북부도매,효성청과,전남,고흥,863.11,20,04
자주양파,대구북부도매,효성청과,경북,의성,1044.53,20,04
자주양파,대구북부도매,효성청과,경남,합천,969.70,20,04
자주양파,대구북부도매,효성청과,전남,여수,757.58,20,04
자주양파,대구북부도매,효성청과,전북,고창,250.00,20,04
자주양파,부산엄궁도매,부산청과,전남,고흥,829.68,20,04
자주양파,부산엄궁도매,부산청과,경남,의령,1000.61,20,04
자주양파,부산엄궁도매,부산청과,경북,의성,1050.00,20,04
자주양파,부산엄궁도매,부산청과,경남,창원마산합포,844.07,20,04
자주양파,부산엄궁도매,부산청과,경남,창녕,880.00,20,04
자주양파,서울강서도매,서부청과,전남,무안,944.44,20,04
자주양파,서울강서도매,서부청과,경북,의성,791.67,20,04
자주양파,서울강서도매,서부청과,광주,광주남구,875.00,20,04
자주양파,서울강서도매,강서청과,경북,의성,800.00,20,04
자주양파,서울강서도매,서부청과,경남,합천,1111.11,20,04
자주양파,광주각화도매,광주중앙청과,전북,고창,846.30,20,04
자주양파,광주각화도매,광주청과,광주,광주남구,829.87,20,04
자주양파,광주각화도매,광주중앙청과,전남,고흥,997.38,20,04
자주양파,광주각화도매,광주청과,전남,무안,902.93,20,04
자주양파,광주각화도매,광주중앙청과,전남,무안,705.88,20,04
자주양파,광주각화도매,광주중앙청과,광주,광주동구,688.89,20,04
자주양파,광주각화도매,광주중앙청과,전남,장흥,846.15,20,04
자주양파,인천삼산도매,인천원협삼산,전남,무안,581.70,20,04
자주양파,인천삼산도매,경인농산,전남,고흥,971.15,20,04
자주양파,인천삼산도매,경인농산,전남,무안,1250.00,20,04
자주양파,부산반여도매,부산중앙청과,경북,의성,776.92,20,04
자주양파,부산반여도매,부산중앙청과,경남,합천,1411.69,20,04
자주양파,부산반여도매,부산중앙청과,경남,창원마산회원,897.74,20,04
자주양파,부산반여도매,부산중앙청과,전남,여수,1156.25,20,04
자주양파,대전오정도매,농협대전,전남,고흥,844.79,20,04
자주양파,대전오정도매,대전청과,경북,의성,910.00,20,04
자주양파,대전오정도매,농협대전,경북,의성,815.00,20,04
자주양파,대전오정도매,대전청과,강원,평창,400.00,20,04
자주양파,대전오정도매,대전청과,전남,여수,889.38,20,04
자주양파,대전오정도매,농협대전,대전,대덕,493.33,20,04
자주양파,대전오정도매,대전청과,전남,고흥,1060.00,20,04
자주양파,대전오정도매,대전청과,충남,논산,300.00,20,04
자주양파,대전오정도매,대전청과,전남,무안,1573.53,20,04
자주양파,대전오정도매,농협대전,서울,송파,2135.00,20,04
자주양파,인천남촌도매,인천농산물,경북,의성,940.62,20,04
자주양파,인천남촌도매,인천원예농협남촌,전남,신안,1094.08,20,04
자주양파,인천남촌도매,인천원예농협남촌,전남,무안,673.94,20,04
자주양파,인천남촌도매,인천농산물,전남,무안,943.21,20,04
자주양파,광주서부도매,호남청과,전남,고흥,712.71,20,04
자주양파,광주서부도매,호남청과,전남,나주,847.33,20,04
자주양파,광주서부도매,호남청과,전남,여수,848.48,20,04
자주양파,광주서부도매,호남청과,전남,무안,900.00,20,04
자주양파,청주도매,충북원협청주,경남,의령,1400.00,20,04
자주양파,청주도매,충북원협청주,서울,송파,1688.00,20,04
자주양파,순천도매,순천남도청과,전남,고흥,797.31,20,04
자주양파,순천도매,순천남도청과,전남,함평,713.99,20,04
자주양파,순천도매,순천남도청과,전남,여수,720.44,20,04
자주양파,익산도매,익산원예농협,전북,완주,737.30,20,04
자주양파,익산도매,익산원예농협,전북,익산,676.62,20,04
자주양파,익산도매,이리청과,전북,익산,802.10,20,04
자주양파,전주도매,전주원협,전남,여수,589.35,20,04
자주양파,전주도매,전주원협,전북,전주덕진,222.22,20,04
자주양파,안양도매,안양원협,전남,무안,1020.83,20,04
자주양파,안양도매,안양원협,경남,합천,1025.99,20,04
자주양파,안양도매,안양원협,충남,당진,1260.00,20,04
자주양파,안양도매,안양원협,전북,고창,800.00,20,04
자주양파,강릉도매,강릉농산물,서울,송파,1394.44,20,04
자주양파,충주도매,충주중원청과,경북,문경,685.00,20,04
양파(임시),광주서부도매,호남청과,전남,무안,826.33,20,04
양파(임시),광주서부도매,호남청과,전남,함평,803.16,20,04
양파(임시),광주서부도매,호남청과,전남,해남,469.10,20,04
양파(임시),광주서부도매,호남청과,전남,여수,686.28,20,04
양파(임시),광주서부도매,호남청과,전남,고흥,537.02,20,04
양파(임시),광주서부도매,호남청과,전남,나주,615.48,20,04
양파(임시),광주서부도매,호남청과,광주,광산,1026.31,20,04
양파(임시),광주서부도매,호남청과,전남,신안,829.36,20,04
양파(임시),광주서부도매,호남청과,전북,고창,604.55,20,04
양파(임시),광주서부도매,호남청과,전남,완도,874.19,20,04
양파(임시),광주서부도매,호남청과,제주,제주,893.64,20,04
양파(임시),광주서부도매,호남청과,전남,영광,829.52,20,04
양파(임시),광주서부도매,호남청과,전북,남원,962.43,20,04
양파(임시),광주서부도매,호남청과,전북,완주,737.78,20,04
양파(임시),광주서부도매,호남청과,광주,광주서구,854.38,20,04
양파(임시),천안도매,천안청과,제주,제주,851.66,20,04
양파(임시),천안도매,천안청과,경북,문경,1258.19,20,04
양파(임시),천안도매,천안청과,제주,서귀포,827.37,20,04
양파(임시),천안도매,천안청과,경북,의성,902.67,20,04
양파(임시),천안도매,천안청과,경북,구미,956.46,20,04
양파(임시),천안도매,천안청과,충남,논산,750.00,20,04
양파(임시),원주도매,합동청과,경북,영주,1290.31,20,04
양파(임시),원주도매,합동청과,경북,의성,1188.69,20,04
양파(임시),원주도매,합동청과,충북,제천,1281.93,20,04
양파(임시),원주도매,합동청과,경기,수원팔달,868.48,20,04
양파(임시),원주도매,합동청과,제주,제주,954.46,20,04
양파(임시),원주도매,합동청과,강원,원주,921.33,20,04
양파(임시),정읍도매,정일청과,광주,광주북구,1336.21,20,04
양파(임시),정읍도매,정일청과,전북,전주완산,885.02,20,04
양파(임시),정읍도매,정일청과,전북,정읍,683.64,20,04
양파(임시),정읍도매,정일청과,경기,수원팔달,750.00,20,04
양파(임시),정읍도매,정일청과,전북,부안,833.33,20,04
양파(임시),안동도매,안동청과,경북,안동,811.08,20,04
깐양파,서울가락도매,한국청과,전남,영암,1453.06,20,04
깐양파,서울가락도매,중앙청과,경기,양주,1465.88,20,04
깐양파,서울가락도매,중앙청과,경기,안성,1495.87,20,04
깐양파,서울가락도매,농협가락,경기,양주,1470.59,20,04
깐양파,서울가락도매,한국청과,경기,양주,1475.00,20,04
깐양파,서울가락도매,한국청과,경북,김천,1000.00,20,04
깐양파,서울가락도매,중앙청과,경기,성남수정,1163.33,20,04
깐양파,서울가락도매,한국청과,전남,나주,500.00,20,04
깐양파,인천남촌도매,대인농산,인천,남동,860.61,20,04
깐양파,인천남촌도매,인천원예농협남촌,경기,양주,1500.00,20,04
